date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
1960-01-01,-2.5990273953028917,-4.958551718957699,-2.1156534315684143,1.2932287075058304,0.08572080674190846,0.5614471930878717,0.25998417213975944,0.6580107109352
1960-02-01,-2.800828857352344,-4.6148726638268265,-2.1056908654805313,1.5649247076954758,0.03894740590960167,0.584143586406267,0.21317507402963318,0.46660274180209904
1960-03-01,-3.2718468246573384,-4.117417181923485,-2.7346134285953263,2.0953589531884584,-0.26439410671087443,1.0371301970235687,-0.4579613421632818,0.4936889015847476
1960-04-01,-3.146368178644741,-3.9530647749216086,-2.4980098647606854,2.0494732044654596,-0.18978004694648679,0.8487380774781369,-0.23757249177847534,0.3259676471992188
1960-05-01,-3.165814107112807,-3.8762525034569872,-2.593280517716586,2.1125088657065634,-0.13107858736518344,0.9293138629138558,-0.2511384940687959,0.3126177781496716
1960-06-01,-3.207695079291851,-3.798220260091707,-2.665014705128205,2.163214256932612,-0.15113143362962547,0.9182880899960493,-0.3047556563571566,0.2941392270027597
1960-07-01,-3.2624441074668034,-3.792343854741593,-2.7197733468803196,2.196469517858091,-0.13015095516025812,0.9694307372775289,-0.3469324479402967,0.3012444021057906
1960-08-01,-3.2064350365725383,-3.9546849841534497,-2.60735657404442,2.0351338870988265,0.042610927636751006,0.7735404998720239,-0.01752016520921384,0.32119038942645856
1960-09-01,-3.31175670718562,-3.84406784560462,-3.150033891022326,2.166449812222307,0.13757689886658872,1.0433775764027735,-0.11990040814611752,0.4993790451455473
1960-10-01,-3.2990688319496444,-3.969619126947574,-3.0070249030855662,2.0722325290321253,0.2394146303710984,0.9307432255111049,0.036198090549081685,0.4317135915273917
1960-11-01,-3.3587673289082662,-3.7717856624472006,-3.0744406000100932,2.126702594593993,0.35287103299050326,0.9195655205040416,0.1592725466904821,0.41273421761430906
1960-12-01,-3.563159825258817,-3.6040112675966847,-3.5224509486591478,2.2813161173068512,0.5310666598719719,1.0720035302483315,0.2343804103435275,0.5454510610729633
1961-01-01,-2.672075200649373,-2.6182622835079683,-7.4137845838155405,4.094696085140617,2.0648417062587283,2.142838569679003,0.01836512882045512,-0.22586403759275728
1961-02-01,-2.881671070366343,-2.146939480233779,-7.504229741783878,4.484566633519237,1.965427236582653,2.0774632875295573,-0.06270367043381482,-0.433191231787457
1961-03-01,-2.462840369144399,-2.9755121360193235,-6.461867248775937,3.511547191825058,2.1219690760013075,1.9282381502281627,0.13602849121231989,-0.2844084818262411
1961-04-01,-2.3575940593432314,-2.7421010295719754,-7.898888631185699,4.052325875810723,2.4344390388962287,2.141048180973198,0.2734220667704212,-0.08866749905092469
1961-05-01,-2.2222607982054776,-3.447217110407088,-6.839304433717619,3.4592095318778275,2.1296723411984417,1.9903976261988616,-0.12515614864340976,0.018519657766481425
1961-06-01,-1.8973520745062709,-4.04500949534694,-6.171232674248149,2.912286124854651,2.133978337163817,1.8598176253227579,-0.08896979025475162,0.11702177735282676
1961-07-01,-1.850044575278581,-4.318541315635006,-6.108600981553392,2.7073354470851365,2.1015246244008092,1.814891524927518,-0.01881515600771891,0.3197910996963351
1961-08-01,-1.7865986881137366,-4.6596975731805825,-5.36575381018031,2.4016146464927752,1.8544595014108483,1.770172003747749,-0.3983598172854007,0.29900858089244303
1961-09-01,-1.9135192802755934,-4.824591716356372,-5.15028484478012,2.2964030652858862,1.9738483959736142,1.589648442568561,-0.07707817643967939,0.4033999414148516
1961-10-01,-1.6753881489887756,-5.272249407376671,-4.401556019008906,1.846935994690959,1.6990635008190371,1.5982028021278931,-0.5537133525243289,0.39437153466531427
1961-11-01,-1.4417142387284163,-5.631531438600497,-3.783231960181066,1.4518926013986087,1.46010919857405,1.6572519205251377,-0.9777240101657043,0.45654152797926467
1961-12-01,-1.212152861236298,-6.229601897705344,-3.314932481226781,0.9091798906195897,1.5470885828948522,1.6617559969965419,-1.02856476296138,0.6109017385981443
1962-01-01,-1.0508758168864076,-6.833228368844881,-4.146652247561538,1.199593450367685,1.5969921343595868,1.5633274516363453,-0.48281230456427054,0.9634855762571178
1962-02-01,-0.8720386320194932,-7.238157385457087,-3.127764687064287,0.8743645270870186,0.9180099849074038,1.530365437959804,-1.254448012530031,0.7175885829549836
1962-03-01,-1.1043482868740462,-6.932310846774086,-3.002618577713689,1.135261038009401,0.7004264028756751,1.4149960894833595,-1.2972455998334083,0.48582438895197105
1962-04-01,-1.047799247770371,-7.277402826525867,-2.3432508906167575,0.7744711753594843,0.670932783385418,1.3215510715993743,-1.1999583517194352,0.5258395847567298
1962-05-01,-1.1380537189952324,-6.843702178415457,-2.8778317634081803,1.0727819659440687,0.7228351285018721,1.3835399075089652,-1.1403230131053441,0.45997697489821515
1962-06-01,-1.4089692455522576,-6.377873191674421,-3.33115899459552,1.519757751088615,0.7078154371553451,1.4940542403781716,-1.1924647211131125,0.370620927002581
1962-07-01,-1.2366103763257625,-6.507299528579636,-3.4399224122901364,1.456038145445552,0.975605821586069,1.5456495302937954,-1.0982118673971737,0.33213110769167775
1962-08-01,-1.3096370575455314,-6.1872740067316485,-3.2762767664188037,1.580321563853271,0.8003438942033524,1.4105954085986017,-1.1261351713595131,0.11438402561065547
1962-09-01,-1.4202568539023495,-6.2044414363760225,-3.258416184017053,1.5420294698212635,0.5772146044939774,1.5488550259765879,-1.4107514438798443,0.21810003193407806
1962-10-01,-1.4480924449675632,-6.180865875818822,-3.3440633077983395,1.7420680126052595,0.7202543256956014,1.4593286759789603,-1.2257585597244907,0.04078958369967244
1962-11-01,-1.3822634744409572,-6.180991950611829,-3.48628172895443,1.8014975829714277,0.8427041744775281,1.3318772682807738,-0.9515590336343567,0.03274398707653591
1962-12-01,-1.4658686033205077,-6.064726422946936,-3.6601340303109886,1.914622973082424,0.8976986631623312,1.3994559634867694,-0.9299895545523046,0.03981792993671958
1963-01-01,-1.5012184780404108,-6.255436868579433,-3.9868784943457904,2.0442505248847445,0.8386548601948017,1.5842129834356862,-1.2649577772357223,0.08773521165367872
1963-02-01,-1.6530405936195967,-5.983535089156569,-4.0676711959268905,2.13125165661223,0.8506018809780536,1.476513854500684,-1.0867234401969679,0.028854066575041387
1963-03-01,-1.5534925941784115,-6.207025640274201,-3.8093252573761376,1.9629419774005876,0.9451127617784835,1.427927631512879,-1.0380011373851776,-0.007969786581691207
1963-04-01,-1.2601388119821961,-6.505198988414198,-3.629056056546188,1.7504555004023257,1.1858114048782311,1.1967440959793023,-0.726710385158099,-0.09127192833739005
1963-05-01,-1.2118819941997616,-6.579166829432269,-3.5904035555785034,1.6839651329266228,1.1562394959278819,1.2241124740837683,-0.7750090397646657,-0.011625838098638394
1963-06-01,-1.237584247211463,-6.5722704798853515,-3.4191591526320484,1.5922561684003322,1.019442438083747,1.2816699157938722,-0.8860909248060317,0.04343205164366839
1963-07-01,-1.2505911367125706,-6.542903537738219,-3.328436698818046,1.6756700504505386,1.000544148536039,1.1851287446156704,-0.7134015766827093,-0.010294571707846435
1963-08-01,-1.3778647990226798,-6.3624894138395955,-3.256859232421029,1.7164998539205323,0.835621805952532,1.2052954131710478,-0.9236474812029313,-0.012810181802437506
1963-09-01,-1.1856522709668758,-6.611356470353642,-3.0875119571548546,1.5114972573189343,1.1213052406867265,1.1203456169439634,-0.7408290803764157,-0.06170159938273721
1963-10-01,-1.2843884737275124,-6.7292597569610075,-2.775323498548124,1.329068719175393,0.9716995467001939,1.0524155479952941,-0.7567098497130831,0.051170773664097155
1963-11-01,-1.2759655648154096,-6.639186918256012,-2.95886987174604,1.3878077766411099,0.8694431501760326,1.1514042494969328,-0.8701671504430102,0.1457345489658723
